Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Latitude,Longitude
India,naregal,45,Good,1,Good,26,Good,2,Good,45,Good,14.82804,75.27963
India,sirur,97,Moderate,0,Good,26,Good,0,Good,97,Moderate,20.95504,78.99154
India,sirur,97,Moderate,0,Good,26,Good,0,Good,97,Moderate,13.42934,75.21902
India,sirur,97,Moderate,0,Good,26,Good,0,Good,97,Moderate,11.53532,76.80549
Cuba,mayari,101,Unhealthy for Sensitive Groups,1,Good,51,Moderate,1,Good,101,Unhealthy for Sensitive Groups,25.65469,81.77869
Belgium,nazareth,46,Good,1,Good,37,Good,1,Good,46,Good,8.56102,77.97214
India,rabkavi,123,Unhealthy for Sensitive Groups,2,Good,29,Good,5,Good,123,Unhealthy for Sensitive Groups,16.47567,75.1106
Spain,onda,39,Good,1,Good,39,Good,0,Good,21,Good,23.13874,87.20265
Spain,onda,39,Good,1,Good,39,Good,0,Good,21,Good,25.24515,85.66502
Spain,onda,39,Good,1,Good,39,Good,0,Good,21,Good,15.55635,74.05848
India,safipur,183,Unhealthy,2,Good,136,Unhealthy for Sensitive Groups,1,Good,183,Unhealthy,27.20775,81.51872
India,safipur,183,Unhealthy,2,Good,136,Unhealthy for Sensitive Groups,1,Good,183,Unhealthy,27.86023,80.76584
India,safipur,183,Unhealthy,2,Good,136,Unhealthy for Sensitive Groups,1,Good,183,Unhealthy,26.80764,81.69333
India,safipur,183,Unhealthy,2,Good,136,Unhealthy for Sensitive Groups,1,Good,183,Unhealthy,26.92586,79.14685
India,shahganj,181,Unhealthy,3,Good,155,Unhealthy,1,Good,181,Unhealthy,27.88002,80.00911
India,madanpur,217,Very Unhealthy,4,Good,99,Moderate,4,Good,217,Very Unhealthy,27.24901,79.35602
India,madanpur,217,Very Unhealthy,4,Good,99,Moderate,4,Good,217,Very Unhealthy,26.30322,78.16386
India,madanpur,217,Very Unhealthy,4,Good,99,Moderate,4,Good,217,Very Unhealthy,26.21032,87.51408
India,madanpur,217,Very Unhealthy,4,Good,99,Moderate,4,Good,217,Very Unhealthy,24.65543,84.58437
India,madanpur,217,Very Unhealthy,4,Good,99,Moderate,4,Good,217,Very Unhealthy,24.25076,78.69551
India,madanpur,217,Very Unhealthy,4,Good,99,Moderate,4,Good,217,Very Unhealthy,23.00589,88.49168
India,madanpur,217,Very Unhealthy,4,Good,99,Moderate,4,Good,217,Very Unhealthy,22.38827,82.96132
India,madanpur,217,Very Unhealthy,4,Good,99,Moderate,4,Good,217,Very Unhealthy,20.30869,83.53319
India,madanpur,217,Very Unhealthy,4,Good,99,Moderate,4,Good,217,Very Unhealthy,29.88827,78.59943
India,madanpur,217,Very Unhealthy,4,Good,99,Moderate,4,Good,217,Very Unhealthy,30.14908,76.84529
India,madanpur,217,Very Unhealthy,4,Good,99,Moderate,4,Good,217,Very Unhealthy,24.62971,78.94068
India,madanpur,217,Very Unhealthy,4,Good,99,Moderate,4,Good,217,Very Unhealthy,24.56277,92.42458
India,madanpur,217,Very Unhealthy,4,Good,99,Moderate,4,Good,217,Very Unhealthy,29.53053,75.8868
