Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Latitude,Longitude
Russian Federation,praskoveya,51,Moderate,1,Good,36,Good,0,Good,51,Moderate,,
Brazil,presidente dutra,41,Good,1,Good,5,Good,1,Good,41,Good,,
Italy,priolo gargallo,66,Moderate,1,Good,39,Good,2,Good,66,Moderate,,
Poland,przasnysz,34,Good,1,Good,34,Good,0,Good,20,Good,,
France,punaauia,22,Good,0,Good,22,Good,0,Good,6,Good,,
United States of America,punta gorda,54,Moderate,1,Good,14,Good,11,Good,54,Moderate,,
Germany,puttlingen,62,Moderate,1,Good,35,Good,3,Good,62,Moderate,,
Belgium,puurs,64,Moderate,1,Good,29,Good,7,Good,64,Moderate,,
Russian Federation,pyatigorsk,54,Moderate,1,Good,41,Good,1,Good,54,Moderate,,
Egypt,qalyub,142,Unhealthy for Sensitive Groups,3,Good,89,Moderate,9,Good,142,Unhealthy for Sensitive Groups,,
China,qinzhou,68,Moderate,2,Good,68,Moderate,1,Good,58,Moderate,,
Netherlands,raalte,41,Good,1,Good,24,Good,6,Good,41,Good,,
India,radaur,158,Unhealthy,3,Good,139,Unhealthy for Sensitive Groups,1,Good,158,Unhealthy,30.02706,77.15177
Pakistan,radhan,158,Unhealthy,1,Good,50,Good,1,Good,158,Unhealthy,,
Republic of North Macedonia,radovis,83,Moderate,1,Good,46,Good,0,Good,83,Moderate,,
France,raismes,59,Moderate,1,Good,30,Good,4,Good,59,Moderate,,
India,rajgir,154,Unhealthy,3,Good,100,Unhealthy for Sensitive Groups,2,Good,154,Unhealthy,,
Italy,ramacca,55,Moderate,1,Good,47,Good,0,Good,55,Moderate,,
United States of America,phoenix,72,Moderate,1,Good,4,Good,23,Good,72,Moderate,,
India,phulabani,161,Unhealthy,2,Good,71,Moderate,0,Good,161,Unhealthy,,
Poland,piaseczno,28,Good,1,Good,28,Good,2,Good,28,Good,,
India,pimpri,118,Unhealthy for Sensitive Groups,2,Good,30,Good,2,Good,118,Unhealthy for Sensitive Groups,18.62292,73.80696
Brazil,pindobacu,33,Good,0,Good,10,Good,1,Good,33,Good,,
China,pingyin,150,Unhealthy,3,Good,95,Moderate,6,Good,150,Unhealthy,,
Brazil,pinheiral,154,Unhealthy,5,Good,0,Good,13,Good,154,Unhealthy,,
India,piravam,81,Moderate,1,Good,24,Good,1,Good,81,Moderate,9.86667,76.5
Colombia,plato,67,Moderate,1,Good,16,Good,2,Good,67,Moderate,,
Romania,poiana mare,62,Moderate,1,Good,37,Good,1,Good,62,Moderate,,
Russian Federation,polevskoy,31,Good,1,Good,31,Good,0,Good,17,Good,,
France,pontarlier,56,Moderate,1,Good,35,Good,0,Good,56,Moderate,,
United States of America,pontiac,77,Moderate,2,Good,22,Good,15,Good,77,Moderate,,
Indonesia,pontianak,44,Good,1,Good,15,Good,0,Good,44,Good,,
Brazil,porecatu,30,Good,1,Good,9,Good,2,Good,30,Good,,
Finland,pori,30,Good,1,Good,30,Good,1,Good,15,Good,,
South Africa,port elizabeth,79,Moderate,3,Good,18,Good,5,Good,79,Moderate,,
United States of America,port neches,34,Good,1,Good,19,Good,7,Good,34,Good,,
United Kingdom of Great Britain and Northern Ireland,port talbot,51,Moderate,1,Good,20,Good,5,Good,51,Moderate,,
United States of America,portales,77,Moderate,1,Good,34,Good,0,Good,77,Moderate,,
United States of America,post falls,61,Moderate,1,Good,32,Good,3,Good,61,Moderate,,
Brazil,pouso alegre,32,Good,1,Good,7,Good,2,Good,32,Good,,
China,dalinghe,64,Moderate,3,Good,64,Moderate,4,Good,64,Moderate,,
Russian Federation,dalnegorsk,29,Good,0,Good,29,Good,0,Good,25,Good,,
United Republic of Tanzania,dar es salaam,51,Moderate,1,Good,23,Good,0,Good,51,Moderate,,
India,darbhanga,247,Very Unhealthy,3,Good,162,Unhealthy,1,Good,247,Very Unhealthy,26.15216,85.89707
United States of America,dayton,45,Good,1,Good,32,Good,7,Good,45,Good,,
Belgium,deinze,36,Good,1,Good,25,Good,3,Good,36,Good,,
Egypt,dekernes,81,Moderate,2,Good,81,Moderate,4,Good,56,Moderate,,
Haiti,delmas,124,Unhealthy for Sensitive Groups,2,Good,15,Good,5,Good,124,Unhealthy for Sensitive Groups,,
United States of America,deming,72,Moderate,1,Good,26,Good,2,Good,72,Moderate,,
United Kingdom of Great Britain and Northern Ireland,denton,55,Moderate,0,Good,32,Good,1,Good,55,Moderate,,
United States of America,destin,31,Good,0,Good,31,Good,0,Good,25,Good,,
Pakistan,dhadar,157,Unhealthy,1,Good,89,Moderate,0,Good,157,Unhealthy,,
India,dharmapuri,60,Moderate,1,Good,31,Good,1,Good,60,Moderate,12.1277,78.15794
Pakistan,digri,153,Unhealthy,1,Good,40,Good,0,Good,153,Unhealthy,,
Somalia,dinsor,22,Good,0,Good,19,Good,0,Good,22,Good,,
Philippines,dipolog,30,Good,1,Good,17,Good,0,Good,30,Good,,
Latvia,dobele,44,Good,1,Good,34,Good,0,Good,44,Good,,
United States of America,grandville,47,Good,1,Good,37,Good,4,Good,47,Good,,
Netherlands,grave,37,Good,0,Good,32,Good,2,Good,37,Good,,
United States of America,green valley,44,Good,1,Good,14,Good,8,Good,44,Good,,
United States of America,greendale,58,Moderate,2,Good,14,Good,24,Good,58,Moderate,,
Poland,grudziadz,37,Good,0,Good,33,Good,0,Good,37,Good,,
Colombia,guamo,89,Moderate,3,Good,3,Good,6,Good,89,Moderate,,
Italy,guardiagrele,52,Moderate,2,Good,38,Good,7,Good,52,Moderate,,
Chad,guelengdeng,59,Moderate,2,Good,16,Good,0,Good,59,Moderate,,
United Kingdom of Great Britain and Northern Ireland,guildford,51,Moderate,1,Good,25,Good,6,Good,51,Moderate,,
Philippines,guiset,66,Moderate,1,Good,26,Good,1,Good,66,Moderate,,
Russian Federation,gukovo,38,Good,1,Good,38,Good,0,Good,13,Good,,
United States of America,havre de grace,34,Good,1,Good,30,Good,7,Good,34,Good,,
United States of America,hazelwood,88,Moderate,2,Good,11,Good,20,Good,88,Moderate,,
Germany,heddesheim,54,Moderate,1,Good,31,Good,3,Good,54,Moderate,,
Germany,heiligenhaus,44,Good,1,Good,28,Good,3,Good,44,Good,,
United Kingdom of Great Britain and Northern Ireland,hemel hempstead,51,Moderate,1,Good,26,Good,6,Good,51,Moderate,,
United States of America,hicksville,67,Moderate,2,Good,15,Good,23,Good,67,Moderate,,
Brazil,hidrolandia,42,Good,1,Good,5,Good,2,Good,42,Good,,
India,gyanpur,189,Unhealthy,2,Good,99,Moderate,1,Good,189,Unhealthy,,
Germany,haiger,49,Good,1,Good,25,Good,3,Good,49,Good,,
China,hangzhou,203,Very Unhealthy,5,Good,203,Very Unhealthy,5,Good,151,Unhealthy,,
Germany,harrislee,35,Good,0,Good,32,Good,0,Good,35,Good,,
United States of America,harrison,90,Moderate,1,Good,25,Good,2,Good,90,Moderate,,
India,harur,67,Moderate,1,Good,26,Good,1,Good,67,Moderate,,
Germany,hasbergen,36,Good,0,Good,34,Good,1,Good,36,Good,,
France,haubourdin,48,Good,1,Good,28,Good,4,Good,48,Good,,
United States of America,taunton,41,Good,1,Good,28,Good,10,Good,41,Good,,
New Zealand,tauranga,19,Good,0,Good,19,Good,1,Good,17,Good,,
Tunisia,tawzar,73,Moderate,1,Good,43,Good,0,Good,73,Moderate,,
Viet Nam,tay ninh,45,Good,0,Good,18,Good,1,Good,45,Good,,
Iran (Islamic Republic of),taybad,170,Unhealthy,1,Good,43,Good,0,Good,170,Unhealthy,,
Italy,teano,47,Good,1,Good,47,Good,1,Good,36,Good,,
India,tekkali,155,Unhealthy,3,Good,82,Moderate,1,Good,155,Unhealthy,18.6057,84.23546
Brazil,teodoro sampaio,46,Good,1,Good,9,Good,1,Good,46,Good,,
Mexico,tepeaca,172,Unhealthy,5,Good,2,Good,11,Good,172,Unhealthy,,
Mexico,tequila,64,Moderate,1,Good,15,Good,2,Good,64,Moderate,,
Italy,teramo,44,Good,1,Good,44,Good,1,Good,38,Good,,
Viet Nam,thai nguyen,150,Unhealthy,3,Good,150,Unhealthy,1,Good,105,Unhealthy for Sensitive Groups,,
China,tianjin,142,Unhealthy for Sensitive Groups,4,Good,113,Unhealthy for Sensitive Groups,9,Good,142,Unhealthy for Sensitive Groups,,
Indonesia,tidore,21,Good,0,Good,13,Good,0,Good,21,Good,,
Romania,timisoara,47,Good,1,Good,42,Good,0,Good,47,Good,,
Tunisia,tinjah,48,Good,1,Good,48,Good,1,Good,29,Good,,
Philippines,toboso,54,Moderate,1,Good,20,Good,0,Good,54,Moderate,,
Japan,tokorozawa,60,Moderate,1,Good,44,Good,3,Good,60,Moderate,,
Mexico,toluca,166,Unhealthy,4,Good,8,Good,19,Good,166,Unhealthy,,
Brazil,itapissuma,27,Good,0,Good,23,Good,1,Good,27,Good,,
Brazil,itarantim,23,Good,1,Good,7,Good,1,Good,23,Good,,
Brazil,itumbiara,31,Good,1,Good,13,Good,0,Good,31,Good,,
Mexico,ixtaczoquitlan,88,Moderate,3,Good,13,Good,9,Good,88,Moderate,,
El Salvador,izalco,90,Moderate,2,Good,22,Good,9,Good,90,Moderate,,
United Republic of Tanzania,izazi,28,Good,1,Good,15,Good,0,Good,28,Good,,
Russian Federation,izberbash,51,Moderate,1,Good,38,Good,0,Good,51,Moderate,,
India,jabalpur,170,Unhealthy,1,Good,38,Good,0,Good,170,Unhealthy,23.16697,79.95006
Brazil,jaguaquara,22,Good,0,Good,9,Good,1,Good,22,Good,,
India,jahanabad,168,Unhealthy,4,Good,168,Unhealthy,1,Good,156,Unhealthy,,
Bulgaria,jambol,40,Good,1,Good,40,Good,0,Good,32,Good,,
Poland,jarocin,47,Good,1,Good,27,Good,2,Good,47,Good,,
Philippines,jasaan,59,Moderate,1,Good,32,Good,0,Good,59,Moderate,,
Nigeria,ilobu,133,Unhealthy for Sensitive Groups,4,Good,23,Good,3,Good,133,Unhealthy for Sensitive Groups,,
Finland,imatra,29,Good,1,Good,29,Good,1,Good,7,Good,,
Brazil,indaial,73,Moderate,2,Good,2,Good,8,Good,73,Moderate,,
Philippines,indang,50,Good,0,Good,24,Good,0,Good,50,Good,,
Brazil,itagi,25,Good,0,Good,9,Good,1,Good,25,Good,,
Nigeria,iseyin,90,Moderate,3,Good,18,Good,2,Good,90,Moderate,,
Mexico,isla,81,Moderate,2,Good,26,Good,3,Good,81,Moderate,,
Brazil,itaitinga,29,Good,0,Good,20,Good,1,Good,29,Good,,
Brazil,itambe,21,Good,0,Good,8,Good,1,Good,21,Good,,
Brazil,itapemirim,44,Good,1,Good,16,Good,1,Good,44,Good,,
South Sudan,torit,65,Moderate,1,Good,12,Good,0,Good,65,Moderate,,
Guatemala,totonicapan,66,Moderate,2,Good,7,Good,6,Good,66,Moderate,,
United States of America,trenton,53,Moderate,1,Good,28,Good,10,Good,53,Moderate,,
United States of America,trujillo alto,56,Moderate,0,Good,23,Good,0,Good,56,Moderate,,
Ireland,tullamore,57,Moderate,1,Good,26,Good,3,Good,57,Moderate,,
Turkey,tunceli,62,Moderate,0,Good,35,Good,0,Good,62,Moderate,,
Viet Nam,tuyen quang,167,Unhealthy,4,Good,167,Unhealthy,1,Good,107,Unhealthy for Sensitive Groups,,
United States of America,two rivers,49,Good,1,Good,27,Good,4,Good,49,Good,,
United States of America,tysons corner,55,Moderate,2,Good,25,Good,11,Good,55,Moderate,,
Russian Federation,tyukalinsk,34,Good,1,Good,34,Good,0,Good,32,Good,,
India,udupi,80,Moderate,1,Good,25,Good,0,Good,80,Moderate,13.33467,74.74617
India,umaria,163,Unhealthy,2,Good,92,Moderate,0,Good,163,Unhealthy,23.52473,80.83716
United States of America,willowbrook,126,Unhealthy for Sensitive Groups,4,Good,3,Good,36,Good,126,Unhealthy for Sensitive Groups,,
United States of America,wilmette,63,Moderate,2,Good,9,Good,22,Good,63,Moderate,,
United States of America,wolf trap,53,Moderate,2,Good,27,Good,10,Good,53,Moderate,,
United States of America,woodhaven,86,Moderate,2,Good,38,Good,10,Good,86,Moderate,,
China,wulanhaote,47,Good,2,Good,47,Good,0,Good,25,Good,,
China,xiangdong,78,Moderate,2,Good,25,Good,7,Good,78,Moderate,,
China,xiaoweizhai,61,Moderate,2,Good,61,Moderate,0,Good,54,Moderate,,
China,xushan,112,Unhealthy for Sensitive Groups,2,Good,44,Good,4,Good,112,Unhealthy for Sensitive Groups,,
Peru,yanacancha,27,Good,0,Good,6,Good,1,Good,27,Good,,
China,yancheng,155,Unhealthy,3,Good,155,Unhealthy,2,Good,151,Unhealthy,,
Democratic Republic of the Congo,yangambi,121,Unhealthy for Sensitive Groups,4,Good,24,Good,0,Good,121,Unhealthy for Sensitive Groups,,
China,yanggu,160,Unhealthy,3,Good,138,Unhealthy for Sensitive Groups,5,Good,160,Unhealthy,,
China,yangliuqing,144,Unhealthy for Sensitive Groups,4,Good,109,Unhealthy for Sensitive Groups,9,Good,144,Unhealthy for Sensitive Groups,,
China,yanji,69,Moderate,2,Good,48,Good,0,Good,69,Moderate,,
United States of America,yankton,47,Good,1,Good,34,Good,3,Good,47,Good,,
Germany,wenden,69,Moderate,1,Good,34,Good,4,Good,69,Moderate,,
United States of America,west carrollton city,84,Moderate,3,Good,9,Good,24,Good,84,Moderate,,
Belgium,wetteren,64,Moderate,1,Good,32,Good,6,Good,64,Moderate,,
Canada,whitehorse,20,Good,1,Good,20,Good,1,Good,10,Good,,
Ireland,wicklow,38,Good,1,Good,30,Good,3,Good,38,Good,,
Switzerland,wil,59,Moderate,1,Good,27,Good,3,Good,59,Moderate,,
Germany,wildeshausen,67,Moderate,1,Good,30,Good,5,Good,67,Moderate,,
United States of America,williamsport,75,Moderate,2,Good,13,Good,16,Good,75,Moderate,,
United States of America,fox lake,60,Moderate,2,Good,18,Good,21,Good,60,Moderate,,
Brazil,foz do iguacu,22,Good,1,Good,13,Good,0,Good,22,Good,,
Denmark,frederikssund,36,Good,1,Good,36,Good,0,Good,25,Good,,
United States of America,friendly,41,Good,1,Good,30,Good,8,Good,41,Good,,
Germany,fuldatal,44,Good,1,Good,28,Good,2,Good,44,Good,,
Japan,furano,29,Good,1,Good,26,Good,1,Good,29,Good,,
China,fuzhou,168,Unhealthy,3,Good,168,Unhealthy,5,Good,99,Moderate,,
United Kingdom of Great Britain and Northern Ireland,galashiels,25,Good,1,Good,25,Good,3,Good,23,Good,,
Germany,gangelt,41,Good,1,Good,26,Good,4,Good,41,Good,,
Germany,garbsen,36,Good,0,Good,33,Good,1,Good,36,Good,,
Cameroon,garoua,59,Moderate,2,Good,12,Good,0,Good,59,Moderate,,
Somalia,garowe,98,Moderate,0,Good,17,Good,0,Good,98,Moderate,,
Netherlands,geertruidenberg,35,Good,0,Good,33,Good,2,Good,35,Good,,
Australia,geraldton,29,Good,0,Good,29,Good,0,Good,13,Good,,
Germany,germersheim,51,Moderate,1,Good,29,Good,3,Good,51,Moderate,,
Colombia,girardot,103,Unhealthy for Sensitive Groups,4,Good,9,Good,6,Good,103,Unhealthy for Sensitive Groups,,
Russian Federation,glubokiy,35,Good,1,Good,35,Good,0,Good,17,Good,,
United Kingdom of Great Britain and Northern Ireland,golborne,35,Good,1,Good,30,Good,4,Good,35,Good,,
Portugal,gondomar,27,Good,0,Good,27,Good,2,Good,21,Good,,
Russian Federation,goryachevodskiy,48,Good,1,Good,39,Good,1,Good,48,Good,,
India,govindgarh,307,Hazardous,1,Good,45,Good,0,Good,307,Hazardous,27.50423,76.99938
India,govindgarh,307,Hazardous,1,Good,45,Good,0,Good,307,Hazardous,24.37845,81.29644
Côte d'Ivoire,grand lahou,54,Moderate,1,Good,25,Good,0,Good,54,Moderate,,
United States of America,hoffman estates,61,Moderate,2,Good,26,Good,16,Good,61,Moderate,,
Sweden,hoganas,36,Good,1,Good,36,Good,1,Good,30,Good,,
United States of America,holly springs,42,Good,1,Good,42,Good,2,Good,37,Good,,
Germany,holzminden,42,Good,0,Good,32,Good,1,Good,42,Good,,
China,huaicheng,151,Unhealthy,4,Good,45,Good,4,Good,151,Unhealthy,,
Ethiopia,huruta,102,Unhealthy for Sensitive Groups,1,Good,23,Good,0,Good,102,Unhealthy for Sensitive Groups,,
Nigeria,idanre,115,Unhealthy for Sensitive Groups,3,Good,24,Good,2,Good,115,Unhealthy for Sensitive Groups,,
Italy,iglesias,64,Moderate,1,Good,53,Moderate,1,Good,64,Moderate,,
Germany,ihlow,40,Good,1,Good,30,Good,2,Good,40,Good,,
Japan,iizuka,45,Good,1,Good,45,Good,0,Good,38,Good,,
Thailand,sungai kolok,65,Moderate,1,Good,34,Good,0,Good,65,Moderate,,
Indonesia,sungaipenuh,17,Good,1,Good,13,Good,0,Good,17,Good,,
Russian Federation,suvorovskaya,52,Moderate,1,Good,39,Good,1,Good,52,Moderate,,
Japan,suzu,69,Moderate,1,Good,69,Moderate,1,Good,60,Moderate,,
Poland,swiecie,44,Good,1,Good,33,Good,1,Good,44,Good,,
Hungary,szeged,50,Good,1,Good,41,Good,1,Good,50,Good,,
Hungary,szerencs,72,Moderate,1,Good,42,Good,1,Good,72,Moderate,,
Tunisia,taburbah,49,Good,1,Good,49,Good,1,Good,32,Good,,
India,tadepallegudem,127,Unhealthy for Sensitive Groups,2,Good,65,Moderate,1,Good,127,Unhealthy for Sensitive Groups,,
Iran (Islamic Republic of),tafresh,125,Unhealthy for Sensitive Groups,2,Good,125,Unhealthy for Sensitive Groups,1,Good,82,Moderate,,
Philippines,tagaytay,41,Good,1,Good,25,Good,1,Good,41,Good,,
Japan,tajimi,52,Moderate,1,Good,34,Good,3,Good,52,Moderate,,
Japan,takahagi,47,Good,1,Good,47,Good,1,Good,44,Good,,
Japan,takahashi,36,Good,1,Good,36,Good,3,Good,34,Good,,
India,tal,155,Unhealthy,1,Good,39,Good,0,Good,155,Unhealthy,,
Philippines,talacogon,37,Good,1,Good,19,Good,0,Good,37,Good,,
Russian Federation,taldom,46,Good,1,Good,27,Good,1,Good,46,Good,,
Kazakhstan,talgar,69,Moderate,1,Good,42,Good,0,Good,69,Moderate,,
United States of America,tamiami,64,Moderate,1,Good,18,Good,12,Good,64,Moderate,,
Israel,tamra,92,Moderate,2,Good,52,Moderate,8,Good,92,Moderate,,
Japan,tanashi,58,Moderate,1,Good,43,Good,3,Good,58,Moderate,,
Romania,tandarei,41,Good,1,Good,41,Good,0,Good,38,Good,,
Philippines,tantangan,35,Good,1,Good,20,Good,0,Good,35,Good,,
Indonesia,tarogong,88,Moderate,2,Good,53,Moderate,1,Good,88,Moderate,,
Turkey,tatvan,45,Good,0,Good,45,Good,0,Good,43,Good,,
India,yaval,102,Unhealthy for Sensitive Groups,1,Good,38,Good,0,Good,102,Unhealthy for Sensitive Groups,,
United Kingdom of Great Britain and Northern Ireland,yeovil,58,Moderate,1,Good,24,Good,7,Good,58,Moderate,,
China,yuanping,143,Unhealthy for Sensitive Groups,2,Good,35,Good,5,Good,143,Unhealthy for Sensitive Groups,,
China,yuncheng,187,Unhealthy,2,Good,36,Good,8,Good,187,Unhealthy,,
Poland,zambrow,35,Good,1,Good,35,Good,0,Good,17,Good,,
Poland,zamosc,48,Good,1,Good,35,Good,1,Good,48,Good,,
Belgium,zaventem,58,Moderate,1,Good,29,Good,6,Good,58,Moderate,,
Belgium,zemst,65,Moderate,1,Good,27,Good,8,Good,65,Moderate,,
China,zhaozhou,73,Moderate,2,Good,66,Moderate,0,Good,73,Moderate,,
China,zhicheng,160,Unhealthy,4,Good,36,Good,13,Good,160,Unhealthy,,
China,zhongshan,98,Moderate,3,Good,33,Good,9,Good,98,Moderate,,
China,zhuji,156,Unhealthy,4,Good,45,Good,10,Good,156,Unhealthy,,
Mexico,zimatlan,75,Moderate,2,Good,9,Good,6,Good,75,Moderate,,
Mexico,zinacantepec,163,Unhealthy,4,Good,8,Good,18,Good,163,Unhealthy,,
Russian Federation,zmeinogorsk,35,Good,1,Good,35,Good,0,Good,21,Good,,
Netherlands,aalburg,30,Good,0,Good,30,Good,2,Good,29,Good,,
Spain,abaran,47,Good,1,Good,21,Good,2,Good,47,Good,,
Italy,abbiategrasso,69,Moderate,1,Good,37,Good,4,Good,69,Moderate,,
Côte d'Ivoire,abidjan,105,Unhealthy for Sensitive Groups,4,Good,15,Good,4,Good,105,Unhealthy for Sensitive Groups,,
Mexico,acuautla,189,Unhealthy,2,Good,9,Good,15,Good,189,Unhealthy,,
United States of America,acworth,64,Moderate,2,Good,37,Good,8,Good,64,Moderate,,
United States of America,adelphi,54,Moderate,1,Good,32,Good,5,Good,54,Moderate,,
India,afzalgarh,198,Unhealthy,4,Good,198,Unhealthy,3,Good,188,Unhealthy,29.3937,78.67393
Nigeria,agbor,139,Unhealthy for Sensitive Groups,7,Good,13,Good,5,Good,139,Unhealthy for Sensitive Groups,,
France,aix en provence,55,Moderate,1,Good,26,Good,3,Good,55,Moderate,,
Myanmar,akyab,145,Unhealthy for Sensitive Groups,1,Good,46,Good,0,Good,145,Unhealthy for Sensitive Groups,,
United States of America,alabaster,80,Moderate,1,Good,18,Good,10,Good,80,Moderate,,
Russian Federation,alagir,50,Good,1,Good,36,Good,1,Good,50,Good,,
Belgium,alken,35,Good,1,Good,25,Good,3,Good,35,Good,,
Canada,alma,55,Moderate,1,Good,27,Good,0,Good,55,Moderate,,
Brazil,almirante tamandare,13,Good,1,Good,12,Good,1,Good,13,Good,,
Spain,almoradi,48,Good,1,Good,23,Good,3,Good,48,Good,,
Papua New Guinea,alotau,28,Good,0,Good,28,Good,0,Good,13,Good,,
Germany,altotting,50,Good,1,Good,29,Good,3,Good,50,Good,,
Madagascar,ambovombe,26,Good,0,Good,26,Good,0,Good,20,Good,,
China,anqiu,107,Unhealthy for Sensitive Groups,2,Good,107,Unhealthy for Sensitive Groups,5,Good,86,Moderate,,
Madagascar,antalaha,22,Good,0,Good,22,Good,0,Good,20,Good,,
United States of America,antioch,76,Moderate,3,Good,7,Good,25,Good,76,Moderate,,
Lithuania,anyksciai,47,Good,1,Good,32,Good,0,Good,47,Good,,
Ghana,apam,104,Unhealthy for Sensitive Groups,2,Good,14,Good,1,Good,104,Unhealthy for Sensitive Groups,,
Mexico,apaseo el grande,60,Moderate,1,Good,16,Good,5,Good,60,Moderate,,
Brazil,aragarcas,32,Good,1,Good,3,Good,2,Good,32,Good,,
Russian Federation,arkadak,28,Good,1,Good,28,Good,1,Good,15,Good,,
France,armentieres,34,Good,0,Good,28,Good,2,Good,34,Good,,
Russian Federation,arsk,28,Good,1,Good,28,Good,1,Good,19,Good,,
Azerbaijan,artyom,48,Good,1,Good,35,Good,0,Good,48,Good,,
Armenia,ashtarak,39,Good,1,Good,29,Good,1,Good,39,Good,,
Ethiopia,asosa,97,Moderate,1,Good,14,Good,0,Good,97,Moderate,,
Iran (Islamic Republic of),astaneh ye ashrafiyeh,75,Moderate,1,Good,37,Good,0,Good,75,Moderate,,
India,atarra,194,Unhealthy,1,Good,44,Good,0,Good,194,Unhealthy,25.28618,80.57155
Guatemala,atescatempa,104,Unhealthy for Sensitive Groups,3,Good,5,Good,10,Good,104,Unhealthy for Sensitive Groups,,
Italy,atri,57,Moderate,1,Good,40,Good,3,Good,57,Moderate,,
Ukraine,avdiyivka,41,Good,1,Good,41,Good,3,Good,27,Good,,
Portugal,avintes,37,Good,1,Good,16,Good,7,Good,37,Good,,
Malaysia,ayer keroh,59,Moderate,1,Good,34,Good,0,Good,59,Moderate,,
United Kingdom of Great Britain and Northern Ireland,ayr,29,Good,1,Good,29,Good,2,Good,20,Good,,
Netherlands,baarn,34,Good,0,Good,34,Good,1,Good,26,Good,,
Serbia,backa palanka,70,Moderate,1,Good,41,Good,0,Good,70,Moderate,,
Germany,bad langensalza,32,Good,0,Good,30,Good,1,Good,32,Good,,
Pakistan,bahawalnagar,500,Hazardous,1,Good,38,Good,1,Good,466,Hazardous,,
South Africa,balfour,380,Hazardous,31,Good,1,Good,26,Good,380,Hazardous,,
South Africa,ballitoville,222,Very Unhealthy,12,Good,5,Good,14,Good,222,Very Unhealthy,,
Thailand,ban phai,52,Moderate,0,Good,28,Good,0,Good,52,Moderate,,
Malaysia,bandar penggaram,76,Moderate,1,Good,39,Good,0,Good,76,Moderate,,
Philippines,bangued,27,Good,0,Good,23,Good,0,Good,27,Good,,
Slovakia,banovce,59,Moderate,1,Good,26,Good,2,Good,59,Moderate,,
Germany,bargteheide,38,Good,0,Good,28,Good,2,Good,38,Good,,
United States of America,bartlesville,56,Moderate,1,Good,23,Good,6,Good,56,Moderate,,
Gambia,basse,127,Unhealthy for Sensitive Groups,1,Good,18,Good,0,Good,127,Unhealthy for Sensitive Groups,,
Pakistan,bat khela,117,Unhealthy for Sensitive Groups,1,Good,117,Unhealthy for Sensitive Groups,1,Good,78,Moderate,,
Malaysia,batu gajah,92,Moderate,2,Good,57,Moderate,1,Good,92,Moderate,,
India,bazpur,182,Unhealthy,5,Good,170,Unhealthy,5,Good,182,Unhealthy,,
Italy,castel goffredo,124,Unhealthy for Sensitive Groups,2,Good,32,Good,7,Good,124,Unhealthy for Sensitive Groups,,
Italy,catanzaro,68,Moderate,2,Good,68,Moderate,6,Good,57,Moderate,,
Philippines,catbalogan,68,Moderate,1,Good,26,Good,0,Good,68,Moderate,,
Ecuador,cayambe,39,Good,1,Good,4,Good,2,Good,39,Good,,
Bosnia and Herzegovina,cazin,50,Good,1,Good,33,Good,0,Good,50,Good,,
Italy,cernusco sul naviglio,103,Unhealthy for Sensitive Groups,1,Good,33,Good,6,Good,103,Unhealthy for Sensitive Groups,,
Italy,cesenatico,38,Good,1,Good,36,Good,5,Good,38,Good,,
Czechia,ceske budejovice,61,Moderate,1,Good,38,Good,1,Good,61,Moderate,,
Argentina,chacabuco,17,Good,0,Good,17,Good,1,Good,17,Good,,
Peru,chachapoyas,21,Good,0,Good,4,Good,0,Good,21,Good,,
France,chalon sur saone,32,Good,1,Good,32,Good,1,Good,20,Good,,
China,chaoyang,151,Unhealthy,3,Good,119,Unhealthy for Sensitive Groups,1,Good,151,Unhealthy,,
Viet Nam,chau doc,57,Moderate,1,Good,32,Good,0,Good,57,Moderate,,
Russian Federation,cherepanovo,38,Good,1,Good,38,Good,0,Good,35,Good,,
Russian Federation,cherkessk,49,Good,1,Good,40,Good,0,Good,49,Good,,
India,chhabra,171,Unhealthy,1,Good,42,Good,0,Good,171,Unhealthy,24.66472,76.84379
India,chilakalurupet,91,Moderate,1,Good,28,Good,1,Good,91,Moderate,,
Mexico,chilpancingo,72,Moderate,2,Good,4,Good,5,Good,72,Moderate,,
India,chipurupalle,153,Unhealthy,2,Good,22,Good,6,Good,153,Unhealthy,,
Poland,chojnow,59,Moderate,1,Good,25,Good,2,Good,59,Moderate,,
India,chotila,157,Unhealthy,0,Good,31,Good,1,Good,157,Unhealthy,22.42347,71.19641
United States of America,cimarron hills,73,Moderate,1,Good,32,Good,2,Good,73,Moderate,,
Brazil,claudio,71,Moderate,2,Good,3,Good,6,Good,71,Moderate,,
Brazil,clevelandia,17,Good,0,Good,17,Good,0,Good,11,Good,,
Brazil,coari,46,Good,1,Good,2,Good,0,Good,46,Good,,
United Kingdom of Great Britain and Northern Ireland,coatbridge,35,Good,1,Good,12,Good,9,Good,35,Good,,
Ireland,cobh,24,Good,0,Good,24,Good,1,Good,16,Good,,
Brazil,colatina,45,Good,1,Good,14,Good,2,Good,45,Good,,
Romania,comanesti,61,Moderate,1,Good,40,Good,0,Good,61,Moderate,,
Dominican Republic,comendador,65,Moderate,1,Good,12,Good,6,Good,65,Moderate,,
Italy,como,112,Unhealthy for Sensitive Groups,1,Good,34,Good,4,Good,112,Unhealthy for Sensitive Groups,,
